id	hunter	status	typesample	serial	year	manufacturer	model	twdb_url	image	images
3137	Uwe	My Collection	http://typewriterdatabase.com/img/tbrother _3137_1409890283.jpg	J4526321	1964	Brother	JP1	http://typewriterdatabase.com/1964-brother-jp1.3137.typewriter	http://typewriterdatabase.com/img/thumbs/gbrother _3137_1409890283.jpg	19
2733	schreibstang	Sightings	http://typewriterdatabase.com/img/tEmpire _2733_1404866070.jpg	94E454	1954	Empire	Aristocrat	http://typewriterdatabase.com/1954-empire-aristocrat.2733.typewriter	http://typewriterdatabase.com/img/thumbs/gEmpire _2733_1404863467.jpg	10
2734	notagain	My Collection	http://typewriterdatabase.com/img/tRemington _2734_1404957303.jpg	X833251	1957	Remington	Noiseless Standard Model 10	http://typewriterdatabase.com/1957-remington-noiseless-standard-model-10.2734.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _2734_1404868574.jpg	5
2735	elmoroz	Sightings	http://typewriterdatabase.com/img/tMignon _2735_1404924933.jpg	47324	1913	Mignon	2b	http://typewriterdatabase.com/1913-mignon-2b.2735.typewriter	http://typewriterdatabase.com/img/thumbs/gMignon _2735_1404924931.jpg	0
2736	Uwe	My Collection	http://typewriterdatabase.com/img/tRoyal _2736_1404929083.jpg	6769276	1959	Royal	FP	http://typewriterdatabase.com/1959-royal-fp.2736.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2736_1404929082.jpg	13
2737	Uwe	My Collection	http://typewriterdatabase.com/img/tRoyal _2737_1404931538.jpg	3066343	1945	Royal	MM	http://typewriterdatabase.com/1945-royal-mm.2737.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2737_1404931537.jpg	12
2738	Uwe	My Collection	NONE	923028439	1970	IBM	Selectric	http://typewriterdatabase.com/1970-ibm-selectric.2738.typewriter	http://typewriterdatabase.com/img/thumbs/gIBM _2738_1404933195.jpg	9
2739	shordzi	My Collection	NONE	R210409	1936	Wanderer	Klein-Continental	http://typewriterdatabase.com/1936-wanderer-kleincontinental.2739.typewriter	http://typewriterdatabase.com/img/thumbs/gWanderer _2739_1404937845.jpg	3
2740	Olivetti48	My Collection	NONE	OT01732	19xx	Olivetti	Lexikon 83 D.L.	http://typewriterdatabase.com/19xx-olivetti-lexikon-83-dl.2740.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2740_1405011839.jpg	1
2741	Olivetti48	My Collection	NONE	2037378	1958	Erika	11	http://typewriterdatabase.com/1958-erika-11.2741.typewriter	http://typewriterdatabase.com/img/thumbs/gErika _2741_1405014851.jpg	6
2742	Uwe	My Collection	http://typewriterdatabase.com/img/tOlivetti _2742_1405015281.jpg	0223395	198X	Olivetti	Lettera 12	http://typewriterdatabase.com/198x-olivetti-lettera-12.2742.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2742_1405015281.jpg	12
2743	Olivetti48	My Collection	NONE	E6238503	1966	Brother	de Luxe	http://typewriterdatabase.com/1966-brother-de-luxe.2743.typewriter	http://typewriterdatabase.com/img/thumbs/gBrother _2743_1405016598.jpg	3
2744	Olivetti48	My Collection	NONE	5892301	1961	Hermes	Baby	http://typewriterdatabase.com/1961-hermes-baby.2744.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _2744_1405017253.jpg	3
2745	Uwe	My Collection	http://typewriterdatabase.com/img/tOptima _2745_1405023972.jpg	1070182	1959	Optima	Elite 3	http://typewriterdatabase.com/1959-optima-elite-3.2745.typewriter	http://typewriterdatabase.com/img/thumbs/goptima _2745_1422231428.jpg	21
2746	Uwe	My Collection	http://typewriterdatabase.com/img/tOlympia _2746_1405025230.jpg	2182650	1962	Olympia	SM7	http://typewriterdatabase.com/1962-olympia-sm7.2746.typewriter	http://typewriterdatabase.com/img/thumbs/gOlympia _2746_1405025229.jpg	12
2747	shordzi	Sightings	http://typewriterdatabase.com/img/tGundka _2747_1405026823.jpg	30794	19XX	Gundka	III	http://typewriterdatabase.com/19xx-gundka-iii.2747.typewriter	http://typewriterdatabase.com/img/thumbs/gGundka _2747_1405026326.jpg	3
2748	elmoroz	My Collection	http://typewriterdatabase.com/img/tOlivetti _2748_1405063681.jpg	370700	196x	Olivetti	82	http://typewriterdatabase.com/196x-olivetti-82.2748.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2748_1405063679.jpg	0
2749	elmoroz	My Collection	http://typewriterdatabase.com/img/tOlivetti _2749_1405067018.jpg	157119	1935	Olivetti	M40	http://typewriterdatabase.com/1935-olivetti-m40.2749.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2749_1405067016.jpg	2
2750	elmoroz	My Collection	http://typewriterdatabase.com/img/tOlivetti _2750_1405098090.jpg	262030	1940	Olivetti	M40	http://typewriterdatabase.com/1940-olivetti-m40.2750.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2750_1405098089.jpg	0
2751	elmoroz	My Collection	http://typewriterdatabase.com/img/tOlivetti _2751_1405098206.jpg	513995	1945	Olivetti	M40	http://typewriterdatabase.com/1945-olivetti-m40.2751.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2751_1405098204.jpg	0
2752	elmoroz	My Collection	http://typewriterdatabase.com/img/tOlivetti _2752_1405100829.jpg	454036	1952	Olivetti	M44	http://typewriterdatabase.com/1952-olivetti-m44.2752.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2752_1405100827.jpg	0
2753	elmoroz	My Collection	http://typewriterdatabase.com/img/tOlivetti _2753_1405101002.jpg	61870	1938	Olivetti	MP1 ICO	http://typewriterdatabase.com/1938-olivetti-mp1-ico.2753.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2753_1405101000.jpg	1
2754	elmoroz	My Collection	http://typewriterdatabase.com/img/tOlivetti _2754_1405101162.jpg	503688	1938	Olivetti	Studio 42	http://typewriterdatabase.com/1938-olivetti-studio-42.2754.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2754_1405101160.jpg	1
2755	Uwe	My Collection	http://typewriterdatabase.com/img/tOlympia _2755_1405106073.jpg	583945	1954	Olympia	SM3	http://typewriterdatabase.com/1954-olympia-sm3.2755.typewriter	http://typewriterdatabase.com/img/thumbs/gOlympia _2755_1405106073.jpg	11
2756	mhoehne	My Collection	http://typewriterdatabase.com/img/tOlympia _2756_1405119407.jpg	7-2972309	1973	Olympia	SG3	http://typewriterdatabase.com/1973-olympia-sg3.2756.typewriter	http://typewriterdatabase.com/img/thumbs/gOlympia _2756_1405119407.jpg	6
2757	Olivander	My Collection	http://typewriterdatabase.com/img/tMontgomery Ward _2757_1405186904.jpg	11182282	1979*	Montgomery Ward	Model 101	http://typewriterdatabase.com/1979-montgomery-ward-model-101.2757.typewriter	http://typewriterdatabase.com/img/thumbs/gMontgomery Ward _2757_1405186903.jpg	0
2758	Olivander	My Collection	NONE	1004131S	1931	Smith Corona	Sterling	http://typewriterdatabase.com/1931-smith-corona-sterling.2758.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _2758_1405188083.jpg	0
2759	Olivander	My Collection	NONE	1F 5081	1935	Corona	Four	http://typewriterdatabase.com/1935-corona-four.2759.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _2759_1405188336.jpg	1
2760	Olivander	My Collection	NONE	1N15158	1941	Smith Corona	Comet DeLuxe	http://typewriterdatabase.com/1941-smith-corona-comet-deluxe.2760.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _2760_1405188905.jpg	0
2761	Olivander	My Collection	http://typewriterdatabase.com/img/tSmith-Corona _2761_1405299133.jpg	7YP100715	1972	Smith Corona	Super G	http://typewriterdatabase.com/1972-smith-corona-super-g.2761.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _2761_1405189390.jpg	1
2762	skuterescz	Sightings	http://typewriterdatabase.com/img/tBritish Empire _2762_1405218011.jpg	L86531	1949	Empire	Aristocrat	http://typewriterdatabase.com/1949-empire-aristocrat.2762.typewriter	http://typewriterdatabase.com/img/thumbs/gBritish Empire _2762_1405218010.jpg	7
2763	Olivander	My Collection	NONE	344342-37	1972	Montgomery Ward	Model 22	http://typewriterdatabase.com/1972-montgomery-ward-model-22.2763.typewriter	http://typewriterdatabase.com/img/thumbs/gMontgomery Ward _2763_1405224864.jpg	0
2764	Olivander	My Collection	NONE	314707	1926	Adler	15	http://typewriterdatabase.com/1926-adler-15.2764.typewriter	http://typewriterdatabase.com/img/thumbs/gAdler _2764_1405225830.jpg	0
2765	Olivander	My Collection	NONE	305250	1926	Adler	25	http://typewriterdatabase.com/1926-adler-25.2765.typewriter	http://typewriterdatabase.com/img/thumbs/gAdler _2765_1405226664.jpg	0
2766	schreibstang	My Collection	http://typewriterdatabase.com/img/tRoyal _2766_1405233700.jpg	P276376	1931	Royal	P	http://typewriterdatabase.com/1931-royal-p.2766.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2766_1405233699.jpg	12
2767	Olivetti48	My Collection	NONE	619531	19xx	Nakajima ALL	Privileg 100	http://typewriterdatabase.com/19xx-nakajima-all-privileg-100.2767.typewriter	http://typewriterdatabase.com/img/thumbs/gNakajima ALL _2767_1405270525.jpg	2
2768	Olivetti48	My Collection	NONE	J1661077	1971	Brother	Deluxe 1350	http://typewriterdatabase.com/1971-brother-deluxe-1350.2768.typewriter	http://typewriterdatabase.com/img/thumbs/gBrother _2768_1405271011.jpg	0
2769	Olivetti48	My Collection	NONE	49197898	19xx	Triumph	gabriele 2300	http://typewriterdatabase.com/19xx-triumph-gabriele-2300.2769.typewriter	http://typewriterdatabase.com/img/thumbs/gTriumph _2769_1405271366.jpg	4
2770	Uwe	My Collection	http://typewriterdatabase.com/img/tOlympia _2770_1405271702.jpg	1220305	1958	Olympia	SM2	http://typewriterdatabase.com/1958-olympia-sm2.2770.typewriter	http://typewriterdatabase.com/img/thumbs/gOlympia _2770_1405271701.jpg	11
2771	Olivetti48	My Collection	NONE	95-414991	1961	Olympia	SF	http://typewriterdatabase.com/1961-olympia-sf.2771.typewriter	http://typewriterdatabase.com/img/thumbs/gOlympia _2771_1405272376.jpg	2
2772	Uwe	My Collection	http://typewriterdatabase.com/img/tOlympia _2772_1405273908.jpg	2464087	1964	Olympia	SM7	http://typewriterdatabase.com/1964-olympia-sm7.2772.typewriter	http://typewriterdatabase.com/img/thumbs/gOlympia _2772_1405273908.jpg	11
2773	Olivetti48	My Collection	NONE	hidden	19xx	Underwood	5	http://typewriterdatabase.com/19xx-underwood-5.2773.typewriter	http://typewriterdatabase.com/img/thumbs/gUnderwood _2773_1405277173.jpg	0
2774	Olivetti48	My Collection	NONE	156849	1932	Orga	Privat 5	http://typewriterdatabase.com/1932-orga-privat-5.2774.typewriter	http://typewriterdatabase.com/img/thumbs/gOrga-Privat _2774_1405277467.jpg	2
2775	Uwe	My Collection	http://typewriterdatabase.com/img/tOlivetti _2775_1405299090.jpg	91046572	1962	Olivetti	Lettera 22	http://typewriterdatabase.com/1962-olivetti-lettera-22.2775.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2775_1405299090.jpg	10
2776	Olivander	My Collection	http://typewriterdatabase.com/img/tRemington _2776_1405299608.jpg	18841	1903	Remington	Standard 7	http://typewriterdatabase.com/1903-remington-standard-7.2776.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _2776_1405299607.jpg	1
2777	Olivander	My Collection	http://typewriterdatabase.com/img/tRemington _2777_1405300593.jpg	175085	1933	Remington	Deutsche Remington	http://typewriterdatabase.com/1933-remington-deutsche-remington.2777.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _2777_1405300592.jpg	0
2778	Olivander	My Collection	http://typewriterdatabase.com/img/tRemington _2778_1405301235.jpg	F16110	1937	Remington	9	http://typewriterdatabase.com/1937-remington-9.2778.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _2778_1405301234.jpg	0
2779	Olivander	My Collection	http://typewriterdatabase.com/img/tUnderwood _2779_1405301694.jpg	AB2685728	1956	Underwood	De Luxe	http://typewriterdatabase.com/1956-underwood-de-luxe.2779.typewriter	http://typewriterdatabase.com/img/thumbs/gUnderwood _2779_1405301694.jpg	0
2780	Olivander	My Collection	http://typewriterdatabase.com/img/tRoyal _2780_1405302017.jpg	C-1127797R	1942	Royal	Arrow	http://typewriterdatabase.com/1942-royal-arrow.2780.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2780_1405302017.jpg	0
2781	Olivander	My Collection	http://typewriterdatabase.com/img/tRoyal _2781_1405302459.jpg	E05121069	1962	Royal	Eldorado	http://typewriterdatabase.com/1962-royal-eldorado.2781.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2781_1405302459.jpg	0
2782	AioftheStorm	My Collection	http://typewriterdatabase.com/img/tSears _2782_1405311009.jpg	0468723Y	198X	Sears	The Communicator w/ Correction	http://typewriterdatabase.com/198x-sears-the-communicator-w-correction.2782.typewriter	http://typewriterdatabase.com/img/thumbs/gSears _2782_1405310985.jpg	0
2783	totallyyourtype	My Collection	http://typewriterdatabase.com/img/tPenncrest (SCM) _2783_1405319062.jpg	P6L 114203	19XX	Penncrest (SCM)	Caravelle 12	http://typewriterdatabase.com/19xx-penncrest-scm-caravelle-12.2783.typewriter	http://typewriterdatabase.com/img/thumbs/gPenncrest (SCM) _2783_1405319062.jpg	3
2784	shordzi	My Collection	NONE	754110	1954	Hermes	Ambassador	http://typewriterdatabase.com/1954-hermes-ambassador.2784.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _2784_1405332151.jpg	3
2786	Olivander	My Collection	NONE	P6S-105567	1967*	Penncrest (SCM)	Caravelle 10	http://typewriterdatabase.com/1967-penncrest-scm-caravelle-10.2786.typewriter	http://typewriterdatabase.com/img/thumbs/gPenncrest (SCM) _2786_1405353398.jpg	0
2787	Olivander	My Collection	NONE	P6SV-102086	1967*	Penncrest (SCM)	Concord 10	http://typewriterdatabase.com/1967-penncrest-scm-concord-10.2787.typewriter	http://typewriterdatabase.com/img/thumbs/gPenncrest (SCM) _2787_1405353789.jpg	0
2788	Olivander	My Collection	NONE	P5TE-105697	1964*	Penncrest (SCM)	Concord 10	http://typewriterdatabase.com/1964-penncrest-scm-concord-10.2788.typewriter	http://typewriterdatabase.com/img/thumbs/gPenncrest (SCM) _2788_1405354124.jpg	0
2789	shordzi	My Collection	NONE	919411	1962	Hermes	Ambassador	http://typewriterdatabase.com/1962-hermes-ambassador.2789.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _2789_1405361875.jpg	2
2790	shordzi	Sightings	NONE	4034136	1965	Hermes	RUF Electric	http://typewriterdatabase.com/1965-hermes-ruf-electric.2790.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _2790_1405363153.jpg	4
2791	shordzi	Sightings	NONE	1142	1923	Hermes	2	http://typewriterdatabase.com/1923-hermes-2.2791.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _2791_1405365591.jpg	5
2792	Uwe	My Collection	http://typewriterdatabase.com/img/tRemington Rand _2792_1405368783.jpg	EQR452272	1960	Remington Rand	Quiet-Riter	http://typewriterdatabase.com/1960-remington-rand-quietriter.2792.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington Rand _2792_1405368782.jpg	10
2793	Uwe	My Collection	http://typewriterdatabase.com/img/tRemington Rand _2793_1405370909.jpg	CB60903	1940	Remington Rand	Deluxe Model 5	http://typewriterdatabase.com/1940-remington-rand-deluxe-model-5.2793.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington Rand _2793_1405370909.jpg	10
2794	Uwe	My Collection	http://typewriterdatabase.com/img/tSmith-Corona _2794_1405373429.jpg	5CE373139	1956	Eaton's (Smith-Corona)	De Luxe	http://typewriterdatabase.com/1956-eatons-smithcorona-de-luxe.2794.typewriter	http://typewriterdatabase.com/img/thumbs/gSmith-Corona _2794_1405373428.jpg	12
2795	numberseven	My Collection	http://typewriterdatabase.com/img/tBennett _2795_1405439957.jpg	29136	1911	Bennett	Pocket Model	http://typewriterdatabase.com/1911-bennett-pocket-model.2795.typewriter	http://typewriterdatabase.com/img/thumbs/gBennett _2795_1405443741.jpg	8
2797	Olivander	My Collection	NONE	O 1687	1937	Imperial	50	http://typewriterdatabase.com/1937-imperial-50.2797.typewriter	http://typewriterdatabase.com/img/thumbs/gImperial _2797_1405447121.jpg	0
2796	Uwe	My Collection	http://typewriterdatabase.com/img/tOlivetti _2796_1405441087.jpg	9614527	1977	Olivetti	Lettera 32	http://typewriterdatabase.com/1977-olivetti-lettera-32.2796.typewriter	http://typewriterdatabase.com/img/thumbs/gOlivetti _2796_1405441087.jpg	11
2798	Olivander	My Collection	http://typewriterdatabase.com/img/tRoyal _2798_1405448442.jpg	E27777	1934	Royal	Signet	http://typewriterdatabase.com/1934-royal-signet.2798.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2798_1405448442.jpg	0
2799	Olivander	My Collection	NONE	ES12817	1932	Royal	Signet Senior	http://typewriterdatabase.com/1932-royal-signet-senior.2799.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2799_1405448829.jpg	0
2800	Olivander	My Collection	NONE	ES19889	1932	Royal	Signet Senior	http://typewriterdatabase.com/1932-royal-signet-senior.2800.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2800_1405449004.jpg	0
2801	Olivander	My Collection	http://typewriterdatabase.com/img/tRoyal _2801_1405449329.jpg	J28077	1934	Royal	Junior	http://typewriterdatabase.com/1934-royal-junior.2801.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2801_1405449329.jpg	0
2802	Olivander	My Collection	NONE	J30689	1934	Royal	Junior	http://typewriterdatabase.com/1934-royal-junior.2802.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2802_1405449722.jpg	0
2803	Olivander	My Collection	NONE	BJ63590	1937	Royal	Junior	http://typewriterdatabase.com/1937-royal-junior.2803.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2803_1405450180.jpg	0
2804	Olivander	My Collection	NONE	T42180	1938	Remington	11	http://typewriterdatabase.com/1938-remington-11.2804.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _2804_1405450837.jpg	0
2805	Uwe	My Collection	http://typewriterdatabase.com/img/tSears _2805_1405472233.jpg	6ASB-115093	196X	Sears	Celebrity	http://typewriterdatabase.com/196x-sears-celebrity.2805.typewriter	http://typewriterdatabase.com/img/thumbs/gSears _2805_1405472233.jpg	12
2806	Olivander	My Collection	http://typewriterdatabase.com/img/tAdler _2806_1405477650.jpg	149461	1917	Adler	7	http://typewriterdatabase.com/1917-adler-7.2806.typewriter	http://typewriterdatabase.com/img/thumbs/gAdler _2806_1405477649.jpg	0
2807	Olivander	My Collection	http://typewriterdatabase.com/img/tUnderwood _2807_1405478053.jpg	11-6665800	1950	Underwood	SX	http://typewriterdatabase.com/1950-underwood-sx.2807.typewriter	http://typewriterdatabase.com/img/thumbs/gUnderwood _2807_1405478052.jpg	1
2808	bsbrum	My Collection	NONE	NK 41224	1924	Remington	Portable	http://typewriterdatabase.com/1924-remington-portable.2808.typewriter	http://typewriterdatabase.com/img/thumbs/gRemington _2808_1405478455.jpg	5
2809	Olivander	My Collection	http://typewriterdatabase.com/img/tRoyal _2809_1405478485.jpg	225927-5	1915*	Royal	5	http://typewriterdatabase.com/1915-royal-5.2809.typewriter	http://typewriterdatabase.com/img/thumbs/gRoyal _2809_1405478485.jpg	0
2810	bsbrum	My Collection	NONE	3166356	1963	Hermes	3000	http://typewriterdatabase.com/1963-hermes-3000.2810.typewriter	http://typewriterdatabase.com/img/thumbs/gHermes _2810_1405563244.jpg	3
2812	bsbrum	My Collection	http://typewriterdatabase.com/img/tOlympia _2812_1405602656.jpg	527080	1954	Olympia	SM3	http://typewriterdatabase.com/1954-olympia-sm3.2812.typewriter	http://typewriterdatabase.com/img/thumbs/gOlympia _2812_1405602511.jpg	2
2813	Uwe	My Collection	http://typewriterdatabase.com/img/tOptima _2813_1405610971.jpg	229572	1953	Optima	Plana	http://typewriterdatabase.com/1953-optima-plana.2813.typewriter	http://typewriterdatabase.com/img/thumbs/gOptima _2813_1405610970.jpg	11
2814	richardpolt	My Collection	NONE	257939	1959	Optima	P1	http://typewriterdatabase.com/1959-optima-p1.2814.typewriter	http://typewriterdatabase.com/img/thumbs/gOptima _2814_1405615556.jpg	1
2815	Uwe	My Collection	NONE	NL37383	1923	Remington	Portable	http://typewriterdatabase.com/1923-remington-portable.2815.typewriter	http://typewriterdatabase.com/img/thumbs/gremington-rand _2815_1405651451.jpg	11
2816	elmoroz	My Collection	http://typewriterdatabase.com/img/t _2816_1405696112.jpg	2123346	1964	Olivetti	Lettera 32	http://typewriterdatabase.com/1964-olivetti-lettera-32.2816.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2816_1405695819.jpg	8
2817	Uwe	My Collection	http://typewriterdatabase.com/img/tsinger _2817_1405729732.jpg	6Y753826	197X	Singer	T.51	http://typewriterdatabase.com/197x-singer-t51.2817.typewriter	http://typewriterdatabase.com/img/thumbs/gsinger _2817_1405729732.jpg	12
2818	skuterescz	Sightings	http://typewriterdatabase.com/img/tsharp _2818_1406445232.jpg	30157164	1982	Sharp	ZX-500	http://typewriterdatabase.com/1982-sharp-zx500.2818.typewriter	http://typewriterdatabase.com/img/thumbs/gsharp _2818_1406445231.jpg	13
2819	schreibstang	My Collection	http://typewriterdatabase.com/img/ttorpedo _2819_1405830756.jpg	570772	1951	Torpedo	18b	http://typewriterdatabase.com/1951-torpedo-18b.2819.typewriter	http://typewriterdatabase.com/img/thumbs/gtorpedo _2819_1405830756.jpg	16
2820	bsbrum	My Collection	NONE	3702570	1979	IBM	Correcting Selectric II	http://typewriterdatabase.com/1979-ibm-correcting-selectric-ii.2820.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _2820_1405875704.jpg	4
2821	bsbrum	My Collection	NONE	4882832	198X	IBM	Correcting Selectric III	http://typewriterdatabase.com/198x-ibm-correcting-selectric-iii.2821.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _2821_1405876412.jpg	1
2822	bsbrum	My Collection	NONE	??	196X	IBM	Selectric I	http://typewriterdatabase.com/196x-ibm-selectric-i.2822.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _2822_1405876600.jpg	1
2823	bsbrum	My Collection	NONE	26 19-15622	1978	IBM	Correcting Selectric II	http://typewriterdatabase.com/1978-ibm-correcting-selectric-ii.2823.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _2823_1405876836.jpg	2
2824	T1peM0nkey	Sightings	NONE	3665977	197X	Underwood	315	http://typewriterdatabase.com/197x-underwood-315.2824.typewriter	http://typewriterdatabase.com/img/thumbs/golivettiunderwood _2824_1405879582.jpg	9
2825	bsbrum	My Collection	NONE	26-1148191	197X	IBM	Correcting Selectric II	http://typewriterdatabase.com/197x-ibm-correcting-selectric-ii.2825.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _2825_1405879899.jpg	3
2827	bsbrum	My Collection	NONE	26 - 2762242	197X	IBM	Correcting Selectric II	http://typewriterdatabase.com/197x-ibm-correcting-selectric-ii.2827.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _2827_1405880376.jpg	2
2828	bsbrum	My Collection	NONE	26 - 6896837	197?	IBM	Correcting Selectric II	http://typewriterdatabase.com/197-ibm-correcting-selectric-ii.2828.typewriter	http://typewriterdatabase.com/img/thumbs/gibm _2828_1405880694.jpg	1
2829	Olivetti48	My Collection	NONE	13688	1931	Rheinmetall	Portable Sömmerda	http://typewriterdatabase.com/1931-rheinmetall-portable-s246mmerda.2829.typewriter	http://typewriterdatabase.com/img/thumbs/grheinmetall _2829_1405883819.jpg	0
2830	royalt3	My Collection	http://typewriterdatabase.com/img/taztec-erika _2830_1405885965.jpg	3066674	1965	Aztec (Erika)	15	http://typewriterdatabase.com/1965-aztec-erika-15.2830.typewriter	http://typewriterdatabase.com/img/thumbs/gaztec-erika _2830_1405885964.jpg	11
2831	Uwe	My Collection	http://typewriterdatabase.com/img/toliver _2831_1405896778.jpg	542911	1954	Oliver	Courier	http://typewriterdatabase.com/1954-oliver-courier.2831.typewriter	http://typewriterdatabase.com/img/thumbs/goliver _2831_1405896777.jpg	11
2832	Uwe	My Collection	NONE	7-940652	1963	Olympia	SG1	http://typewriterdatabase.com/1963-olympia-sg1.2832.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2832_1405899506.jpg	15
2833	mhoehne	My Collection	http://typewriterdatabase.com/img/troyal _2833_1405902063.jpg	O-371713	1934	Royal	O	http://typewriterdatabase.com/1934-royal-o.2833.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2833_1405902063.jpg	7
2834	elmoroz	My Collection	http://typewriterdatabase.com/img/terika _2834_1405963596.jpg	59219	1923	Erika	3	http://typewriterdatabase.com/1923-erika-3.2834.typewriter	http://typewriterdatabase.com/img/thumbs/gerika _2834_1405963594.jpg	1
2835	mderscheid	Sightings	NONE	NP20391	193X	Remington	Portable	http://typewriterdatabase.com/193x-remington-portable.2835.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _2835_1405969109.png	0
2836	schreibstang	Sightings	http://typewriterdatabase.com/img/t _2836_1405987799.jpg	P10335	1927	Royal	P	http://typewriterdatabase.com/1927-royal-p.2836.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2836_1405987629.jpg	12
2837	Uwe	My Collection	http://typewriterdatabase.com/img/t _2837_1406151052.jpg	597697	1932	Underwood	Junior	http://typewriterdatabase.com/1932-underwood-junior.2837.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2837_1406031901.jpg	13
2838	T1peM0nkey	My Collection	NONE	HHE - 6008677	1956	Royal	HH	http://typewriterdatabase.com/1956-royal-hh.2838.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2838_1406068602.jpg	4
3133	Uwe	My Collection	http://typewriterdatabase.com/img/tsmithcorona _3133_1409790282.jpg	1A2028811C-14	1946	Smith Corona	Super-Speed	http://typewriterdatabase.com/1946-smith-corona-superspeed.3133.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _3133_1409790281.jpg	18
2839	TonS	My Collection	http://typewriterdatabase.com/img/t _2839_1406076629.jpg	to follow	1969	Olivetti	Valentine	http://typewriterdatabase.com/1969-olivetti-valentine.2839.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2839_1406077335.jpg	5
2840	TonS	My Collection	http://typewriterdatabase.com/img/troyal _2840_1406078360.jpg	P46407	1927	Royal	P	http://typewriterdatabase.com/1927-royal-p.2840.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2840_1406078359.jpg	4
2841	Olivander	My Collection	NONE	606582	1932	Underwood	Junior	http://typewriterdatabase.com/1932-underwood-junior.2841.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2841_1406083739.jpg	0
2842	Olivander	My Collection	NONE	606857	1932	Underwood	Junior	http://typewriterdatabase.com/1932-underwood-junior.2842.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2842_1406083930.jpg	0
2844	schreibstang	Sightings	http://typewriterdatabase.com/img/tcontinental _2844_1406157670.jpg	1789076	1956	Continental	10	http://typewriterdatabase.com/1956-continental-10.2844.typewriter	http://typewriterdatabase.com/img/thumbs/gcontinental _2844_1406157669.jpg	8
2845	Uwe	My Collection	http://typewriterdatabase.com/img/troyal _2845_1406258772.jpg	FPE-6352469	1957	Royal	FP	http://typewriterdatabase.com/1957-royal-fp.2845.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2845_1406258772.jpg	14
