id	hunter	status	typesample	serial	year	manufacturer	model	twdb_url	image	images
2846	zetix	Sightings	http://typewriterdatabase.com/img/tadler _2846_1406289037.jpg	10430190	197x	Adler	Tippa	http://typewriterdatabase.com/197x-adler-tippa.2846.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _2846_1406289037.jpg	3
2847	Uwe	My Collection	http://typewriterdatabase.com/img/tolivetti _2847_1406319486.jpg	4584913	1967	Olivetti	Lettera 33	http://typewriterdatabase.com/1967-olivetti-lettera-33.2847.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2847_1406319486.jpg	16
2848	zetix	Sightings	NONE	102E501	1954	Empire	Aristocrat	http://typewriterdatabase.com/1954-empire-aristocrat.2848.typewriter	http://typewriterdatabase.com/img/thumbs/gempire _2848_1406319713.jpg	1
2849	zetix	Sightings	NONE	931743	1921	Oliver	9	http://typewriterdatabase.com/1921-oliver-9.2849.typewriter	http://typewriterdatabase.com/img/thumbs/goliver _2849_1406319846.jpg	1
2850	zetix	Sightings	NONE	1252463	1962	Blue Bird	De Luxe	http://typewriterdatabase.com/1962-blue-bird-de-luxe.2850.typewriter	http://typewriterdatabase.com/img/thumbs/gbluebird _2850_1406319982.jpg	5
2851	zetix	Sightings	http://typewriterdatabase.com/img/t _2851_1406320233.jpg	n/a	19xx	Underwood (Antares)	18	http://typewriterdatabase.com/19xx-underwood-antares-18.2851.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2851_1406320171.jpg	1
2852	zetix	Sightings	NONE	3249286	1964	Hermes	3000	http://typewriterdatabase.com/1964-hermes-3000.2852.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _2852_1406320323.jpg	0
2853	zetix	Sightings	NONE	1336080	1966	Olympia	Splendid 66	http://typewriterdatabase.com/1966-olympia-splendid-66.2853.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2853_1406320408.jpg	2
2854	zetix	Sightings	NONE	572224	1962	Olympia	Splendid 33	http://typewriterdatabase.com/1962-olympia-splendid-33.2854.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2854_1406320496.jpg	1
2855	zetix	Sightings	NONE	1492772	1959	Olympia	SM4	http://typewriterdatabase.com/1959-olympia-sm4.2855.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2855_1406320583.jpg	0
2856	zetix	Sightings	NONE	1907092	1961	Olympia	SM7	http://typewriterdatabase.com/1961-olympia-sm7.2856.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2856_1406320640.jpg	2
2857	zetix	Sightings	NONE	EQR 428469	1959	Remington	Quiet-Riter	http://typewriterdatabase.com/1959-remington-quietriter.2857.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _2857_1406320747.jpg	2
2858	zetix	Sightings	NONE	1391857	197x	Underwood	315	http://typewriterdatabase.com/197x-underwood-315.2858.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2858_1406320854.jpg	1
2859	zetix	Sightings	NONE	n/a	19xx	Voss	S24	http://typewriterdatabase.com/19xx-voss-s24.2859.typewriter	http://typewriterdatabase.com/img/thumbs/gvoss _2859_1406320964.jpg	0
2860	zetix	Sightings	NONE	2442792	1964	Olympia	SM5	http://typewriterdatabase.com/1964-olympia-sm5.2860.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2860_1406321058.jpg	3
2861	zetix	Sightings	NONE	5C 488401	1962	Smith Corona	Clipper	http://typewriterdatabase.com/1962-smith-corona-clipper.2861.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _2861_1406321173.jpg	6
2862	zetix	Sightings	NONE	2087201	1962	Erika	12	http://typewriterdatabase.com/1962-erika-12.2862.typewriter	http://typewriterdatabase.com/img/thumbs/gerika _2862_1406321315.jpg	5
2863	zetix	Sightings	NONE	1948185	1961	Erika	10	http://typewriterdatabase.com/1961-erika-10.2863.typewriter	http://typewriterdatabase.com/img/thumbs/gerika _2863_1406321481.jpg	1
2864	zetix	Sightings	http://typewriterdatabase.com/img/t _2864_1406321643.jpg	70336	1924	Mignon	No.4	http://typewriterdatabase.com/1924-mignon-no4.2864.typewriter	http://typewriterdatabase.com/img/thumbs/gmignon _2864_1406321564.jpg	4
2865	zetix	Sightings	NONE	5119313	1951	Oliver	Portable	http://typewriterdatabase.com/1951-oliver-portable.2865.typewriter	http://typewriterdatabase.com/img/thumbs/goliver _2865_1406321769.jpg	1
2866	zetix	Sightings	NONE	5T 596316 X	1957	Smith Corona	Silent-Super	http://typewriterdatabase.com/1957-smith-corona-silentsuper.2866.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _2866_1406321853.jpg	3
2867	zetix	Sightings	NONE	5551131	1973	Adler	Tippa 1	http://typewriterdatabase.com/1973-adler-tippa-1.2867.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _2867_1406321988.jpg	2
2868	zetix	Sightings	NONE	4269866	1961	Adler	Tippa	http://typewriterdatabase.com/1961-adler-tippa.2868.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _2868_1406322079.jpg	2
2869	zetix	Sightings	NONE	33756698	19xx	Hercules (Flying Fish/KOFA)	100	http://typewriterdatabase.com/19xx-hercules-flying-fishkofa-100.2869.typewriter	http://typewriterdatabase.com/img/thumbs/ghercules _2869_1406322188.jpg	0
2870	zetix	Sightings	NONE	EBT120910	1952	Remington	No.5 DeLuxe	http://typewriterdatabase.com/1952-remington-no5-deluxe.2870.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _2870_1406322381.jpg	3
2871	zetix	Sightings	NONE	GR 293941	1957	Remington	Travel-Riter	http://typewriterdatabase.com/1957-remington-travelriter.2871.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _2871_1406322500.jpg	2
2872	zetix	Sightings	NONE	15-6580884	197x	Olympia	Traveller	http://typewriterdatabase.com/197x-olympia-traveller.2872.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2872_1406322621.jpg	1
2873	zetix	Sightings	NONE	8283325	197x	Olivetti	Lettera 35	http://typewriterdatabase.com/197x-olivetti-lettera-35.2873.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2873_1406322724.jpg	0
2874	zetix	Sightings	NONE	n/a	19xx	Adler	Gabriele 10	http://typewriterdatabase.com/19xx-adler-gabriele-10.2874.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _2874_1406322795.jpg	0
2875	zetix	Sightings	NONE	950281	195x	Olivetti	Studio 44	http://typewriterdatabase.com/195x-olivetti-studio-44.2875.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2875_1406322912.jpg	4
2876	zetix	Sightings	NONE	C-1764131R	1949	Royal	Arrow	http://typewriterdatabase.com/1949-royal-arrow.2876.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2876_1406323076.jpg	0
2877	zetix	Sightings	NONE	H7686026	1967	Brother	DeLuxe	http://typewriterdatabase.com/1967-brother-deluxe.2877.typewriter	http://typewriterdatabase.com/img/thumbs/gbrother _2877_1406323201.jpg	0
2878	zetix	Sightings	NONE	J7713116	1967	Brother	DeLuxe	http://typewriterdatabase.com/1967-brother-deluxe.2878.typewriter	http://typewriterdatabase.com/img/thumbs/gbrother _2878_1406323254.jpg	1
2879	Uwe	My Collection	http://typewriterdatabase.com/img/troyal _2879_1406323459.jpg	SA-5884277	1964	Royal	Safari	http://typewriterdatabase.com/1964-royal-safari.2879.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2879_1406323459.jpg	13
2880	zetix	Sightings	NONE	91115943	1964	Olivetti	Lettera 22	http://typewriterdatabase.com/1964-olivetti-lettera-22.2880.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2880_1406324956.jpg	2
2881	zetix	Sightings	NONE	582093	1957	Olivetti	Lettera 22	http://typewriterdatabase.com/1957-olivetti-lettera-22.2881.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2881_1406325057.jpg	1
2882	zetix	Sightings	NONE	91056193	1962	Olivetti	Lettera 22	http://typewriterdatabase.com/1962-olivetti-lettera-22.2882.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2882_1406325121.jpg	1
2883	zetix	Sightings	NONE	2330840	1965	Olivetti	Lettera 32	http://typewriterdatabase.com/1965-olivetti-lettera-32.2883.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2883_1406325237.jpg	1
2884	zetix	Sightings	NONE	8920543	1976	Olivetti	Lettera 32	http://typewriterdatabase.com/1976-olivetti-lettera-32.2884.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2884_1406325324.jpg	4
2885	Baekgu	My Collection	http://typewriterdatabase.com/img/tadler _2885_1406325626.png	4826395	197X	Adler	J5	http://typewriterdatabase.com/197x-adler-j5.2885.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _2885_1406325626.png	3
2886	Baekgu	My Collection	http://typewriterdatabase.com/img/tolympia _2886_1406327078.png	1233833	1958	Olympia	SM3	http://typewriterdatabase.com/1958-olympia-sm3.2886.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2886_1406327078.png	3
2887	zetix	My Collection	NONE	4902518	1949	Oliver	Portable	http://typewriterdatabase.com/1949-oliver-portable.2887.typewriter	http://typewriterdatabase.com/img/thumbs/goliver _2887_1406330668.jpg	8
2888	Typewriters101	My Collection	NONE	142108	190X	Oliver	3	http://typewriterdatabase.com/190x-oliver-3.2888.typewriter	http://typewriterdatabase.com/img/thumbs/goliver _2888_1406335300.jpg	2
2889	Uwe	My Collection	http://typewriterdatabase.com/img/troyal _2889_1406346131.jpg	A-2037014	1950	Royal	Quiet De Luxe	http://typewriterdatabase.com/1950-royal-quiet-de-luxe.2889.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2889_1406346130.jpg	14
2890	zetix	Sightings	http://typewriterdatabase.com/img/t _2890_1406385550.jpg	4679961	1966	Adler	Tippa	http://typewriterdatabase.com/1966-adler-tippa.2890.typewriter	http://typewriterdatabase.com/img/thumbs/gadler _2890_1406385070.jpg	9
2891	zetix	Sightings	http://typewriterdatabase.com/img/tolivetti _2891_1406385830.jpg	2483082	1965	Olivetti	Lettera 32	http://typewriterdatabase.com/1965-olivetti-lettera-32.2891.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2891_1406992553.jpg	5
2892	zetix	Sightings	http://typewriterdatabase.com/img/t _2892_1406386100.jpg	593153	197x	Olivetti	DORA	http://typewriterdatabase.com/197x-olivetti-dora.2892.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2892_1406386007.jpg	5
2893	zetix	Sightings	http://typewriterdatabase.com/img/t _2893_1415828183.jpg	G1420372	1941	Underwood	Champion	http://typewriterdatabase.com/1941-underwood-champion.2893.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2893_1406386718.jpg	4
2894	zetix	My Collection	http://typewriterdatabase.com/img/t _2894_1406386867.jpg	O-456366	1935	Royal	O	http://typewriterdatabase.com/1935-royal-o.2894.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2894_1406386836.jpg	1
2895	zetix	My Collection	http://typewriterdatabase.com/img/tremington _2895_1406387006.jpg	n/a	19xx	Remington	Noiseless Portable	http://typewriterdatabase.com/19xx-remington-noiseless-portable.2895.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _2895_1406387005.jpg	2
2896	zetix	My Collection	http://typewriterdatabase.com/img/tolivetti _2896_1406387263.jpg	916607	1950	Olivetti	Scribe	http://typewriterdatabase.com/1950-olivetti-scribe.2896.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2896_1406387262.jpg	2
2897	zetix	My Collection	http://typewriterdatabase.com/img/troyal _2897_1409338810.jpg	A-1558576	1948	Royal	Quiet De Luxe	http://typewriterdatabase.com/1948-royal-quiet-de-luxe.2897.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2897_1409338809.jpg	5
2898	Uwe	My Collection	http://typewriterdatabase.com/img/troyal _2898_1406402570.jpg	PR-6095483	1965	Royal	Parade	http://typewriterdatabase.com/1965-royal-parade.2898.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2898_1406402569.jpg	13
2899	zetix	My Collection	NONE	RL-3595965	1957	Royal	Royalite	http://typewriterdatabase.com/1957-royal-royalite.2899.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2899_1406404023.jpg	5
2900	zetix	Sightings	NONE	496582	19xx	Petite	feather touch	http://typewriterdatabase.com/19xx-petite-feather-touch.2900.typewriter	http://typewriterdatabase.com/img/thumbs/gpetite _2900_1406404629.jpg	1
2901	Uwe	My Collection	http://typewriterdatabase.com/img/tunderwood _2901_1406406578.jpg	653119	1934	Underwood	Noiseless 77	http://typewriterdatabase.com/1934-underwood-noiseless-77.2901.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2901_1406406578.jpg	13
2902	Uwe	My Collection	http://typewriterdatabase.com/img/tunderwood _2902_1406432226.jpg	520054	1930	Underwood	F	http://typewriterdatabase.com/1930-underwood-f.2902.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2902_1406432226.jpg	11
2903	Baekgu	Sightings	http://typewriterdatabase.com/img/tremington-rand _2903_1406504625.png	H143886	1947	Remington Rand	Noiseless Model 7	http://typewriterdatabase.com/1947-remington-rand-noiseless-model-7.2903.typewriter	http://typewriterdatabase.com/img/thumbs/gremington-rand _2903_1406504624.png	3
2904	schreibstang	My Collection	http://typewriterdatabase.com/img/tunderwood _2904_1406533655.jpg	4B222405	1929	Underwood	Portable 4 Bank	http://typewriterdatabase.com/1929-underwood-portable-4-bank.2904.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2904_1406533654.jpg	8
2905	Uwe	My Collection	http://typewriterdatabase.com/img/tolivetti _2905_1406586809.jpg	3773769	197X	Olivetti	Lettera 25	http://typewriterdatabase.com/197x-olivetti-lettera-25.2905.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2905_1406586809.jpg	12
2906	T1peM0nkey	Sightings	http://typewriterdatabase.com/img/t _2906_1406603564.jpg	LT3626792	195X	Remington Rand	Letter-Riter Deluxe	http://typewriterdatabase.com/195x-remington-rand-letterriter-deluxe.2906.typewriter	http://typewriterdatabase.com/img/thumbs/gremington-rand _2906_1406603502.jpg	11
2907	Uwe	My Collection	http://typewriterdatabase.com/img/t _2907_1406673604.jpg	6LTV-825986	197X	Smith Corona	Classic 12	http://typewriterdatabase.com/197x-smith-corona-classic-12.2907.typewriter	http://typewriterdatabase.com/img/thumbs/gsmithcorona _2907_1406604682.jpg	19
2908	Uwe	My Collection	http://typewriterdatabase.com/img/tbrother _2908_1406654388.jpg	H7687485	1967	Brother	Charger 870	http://typewriterdatabase.com/1967-brother-charger-870.2908.typewriter	http://typewriterdatabase.com/img/thumbs/gbrother _2908_1406654387.jpg	12
2909	Uwe	My Collection	http://typewriterdatabase.com/img/thermes _2909_1406655768.jpg	7086575	1970	Hermes	Media 3	http://typewriterdatabase.com/1970-hermes-media-3.2909.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _2909_1406655767.jpg	14
2910	michaeliany	Sightings	NONE	n/a	19xx	Burroughs	Moon Hopkins	http://typewriterdatabase.com/19xx-burroughs-moon-hopkins.2910.typewriter	http://typewriterdatabase.com/img/thumbs/gburroughs _2910_1406669521.jpg	4
2911	Uwe	My Collection	http://typewriterdatabase.com/img/t _2911_1406673725.jpg	E0650444	1970	Brother	Opus 888	http://typewriterdatabase.com/1970-brother-opus-888.2911.typewriter	http://typewriterdatabase.com/img/thumbs/gbrother _2911_1406671036.jpg	12
2912	michaeliany	My Collection	NONE	174035	1913	Blickensderfer	5	http://typewriterdatabase.com/1913-blickensderfer-5.2912.typewriter	http://typewriterdatabase.com/img/thumbs/gblickensderfer _2912_1406672148.jpg	8
2913	schreibstang	Sightings	http://typewriterdatabase.com/img/t _2913_1406681527.jpg	6777532	1982	Robotron	Olympia Regina De Luxe	http://typewriterdatabase.com/1982-robotron-olympia-regina-de-luxe.2913.typewriter	http://typewriterdatabase.com/img/thumbs/grobotron _2913_1406680601.jpg	8
2914	TonS	Sightings	http://typewriterdatabase.com/img/tcorona _2914_1406692162.jpg	2A 46896	1938	Corona	Sterling	http://typewriterdatabase.com/1938-corona-sterling.2914.typewriter	http://typewriterdatabase.com/img/thumbs/gcorona _2914_1406692162.jpg	3
2915	Uwe	My Collection	http://typewriterdatabase.com/img/tunderwood _2915_1406694236.jpg	11-9396637	1964	Underwood	Touchmaster Five	http://typewriterdatabase.com/1964-underwood-touchmaster-five.2915.typewriter	http://typewriterdatabase.com/img/thumbs/gunderwood _2915_1406694235.jpg	14
2916	TonS	Sightings	http://typewriterdatabase.com/img/thermes _2916_1406694372.jpg	unknown	1950s	Hermes	Baby	http://typewriterdatabase.com/1950s-hermes-baby.2916.typewriter	http://typewriterdatabase.com/img/thumbs/ghermes _2916_1406694372.jpg	3
2917	TonS	Sightings	NONE	XXXX	1960s	Olympia	SM8	http://typewriterdatabase.com/1960s-olympia-sm8.2917.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2917_1406743833.jpg	2
2918	michaeliany	My Collection	http://typewriterdatabase.com/img/tolivetti _2918_1406746015.jpg	4733	1932	Olivetti	MP1 Ico	http://typewriterdatabase.com/1932-olivetti-mp1-ico.2918.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2918_1406746015.jpg	7
2919	michaeliany	My Collection	http://typewriterdatabase.com/img/tolivetti _2919_1406746939.jpg	582037	1945	Olivetti	Studio 42	http://typewriterdatabase.com/1945-olivetti-studio-42.2919.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2919_1406746939.jpg	6
2920	michaeliany	My Collection	http://typewriterdatabase.com/img/tolympia _2920_1406747426.jpg	1297518	1958	Olympia	SM3	http://typewriterdatabase.com/1958-olympia-sm3.2920.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2920_1406747426.jpg	10
2921	Uwe	My Collection	http://typewriterdatabase.com/img/tolympia _2921_1406760641.jpg	3875392	1969	Olympia	SM9	http://typewriterdatabase.com/1969-olympia-sm9.2921.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2921_1406760640.jpg	16
2922	Uwe	My Collection	http://typewriterdatabase.com/img/tolivetti _2922_1406780318.jpg	360344	196X	Olivetti	Studio 44	http://typewriterdatabase.com/196x-olivetti-studio-44.2922.typewriter	http://typewriterdatabase.com/img/thumbs/golivetti _2922_1406780318.jpg	16
2923	schreibstang	My Collection	http://typewriterdatabase.com/img/tsoemtron _2923_1406781106.jpg	631011	1962	Soemtron	KsT	http://typewriterdatabase.com/1962-soemtron-kst.2923.typewriter	http://typewriterdatabase.com/img/thumbs/gsoemtron _2923_1406781106.jpg	16
2924	Uwe	My Collection	http://typewriterdatabase.com/img/tolympia _2924_1406812023.jpg	95-790103	1963	Olympia	Splendid 33	http://typewriterdatabase.com/1963-olympia-splendid-33.2924.typewriter	http://typewriterdatabase.com/img/thumbs/golympia _2924_1406812023.jpg	13
2925	Uwe	My Collection	http://typewriterdatabase.com/img/troyal _2925_1406833089.jpg	AG-2241119	1951	Royal	Quiet De Luxe	http://typewriterdatabase.com/1951-royal-quiet-de-luxe.2925.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2925_1406833088.jpg	16
2926	Uwe	My Collection	http://typewriterdatabase.com/img/tremington _2926_1406842871.jpg	EQR234342	1956	Remington	Quiet-Riter	http://typewriterdatabase.com/1956-remington-quietriter.2926.typewriter	http://typewriterdatabase.com/img/thumbs/gremington _2926_1406842870.jpg	15
2927	richardpolt	My Collection	http://typewriterdatabase.com/img/troyal _2927_1406914035.jpg	UE7541666	196*	Royal	Ultronic	http://typewriterdatabase.com/196-royal-ultronic.2927.typewriter	http://typewriterdatabase.com/img/thumbs/groyal _2927_1406914035.jpg	3
